code,country,frequency_of_observation,measure,unit_of_measure,financing_scheme,financing_scheme_rev,health_function,mode_of_provision,provider,health_care_provider,year,health_expenditure_as_percent_gdp
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.78
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.625
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.679
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.799
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.775
COL,Colombia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,5.733
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.996
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.935
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.664
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.286
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,6.565
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.315
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.592
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.662
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.679
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.782
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.112
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.029
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.86
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.469
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.221
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.045
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.63
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,6.969
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.869
CRI,Costa Rica,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.474
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.204
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.778
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.985
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.121
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,6.778
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.988
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.854
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.047
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.234
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.411
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.481
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.449
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.222
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.088
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.282
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.58
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.744
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.501
CYP,Cyprus,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.794
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.826
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.028
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,4.475
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.224
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,4.509
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.278
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.023
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.023
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.071
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.528
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.714
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.518
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,5.189
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,5.08
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,4.943
ROU,Romania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,5.64
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.252
PRT,Portugal,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.354
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.415
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,4.964
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,4.749
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,4.735
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,4.535
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,4.715
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,4.965
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,4.533
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,4.426
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,4.41
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,4.881
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,4.96
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,4.961
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,4.587
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.939
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.722
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.339
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.682
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.678
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.784
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.725
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.857
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.868
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.775
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.774
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.916
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.952
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.533
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.136
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.437
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.656
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.165
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.833
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.867
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.738
ITA,Italy,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.567
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.4
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.162
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.161
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,4.839
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.321
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,3.855
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.893
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.724
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.502
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.311
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.178
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.124
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.026
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.898
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.127
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.463
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.048
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,4.605
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,4.634
KOR,Korea,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.052
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.04
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.757
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.545
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.394
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.452
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.157
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.765
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,9.836
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.903
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.978
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.892
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.796
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.789
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.848
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.954
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.738
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.6
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.151
SWE,Sweden,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.416
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.878
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.398
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.259
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.565
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.449
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.243
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.449
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.22
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.891
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.438
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.924
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.193
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.597
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.407
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.828
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.198
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.12
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.135
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.094
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.234
GRC,Greece,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.988
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.446
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,4.83
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.582
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.244
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,5.385
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,5.527
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.353
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.577
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,5.421
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,5.301
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,5.49
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.297
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.406
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.581
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.238
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,5.312
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.684
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.22
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.008
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.673
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.599
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.287
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.622
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.524
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.523
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.126
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.808
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.516
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.642
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.859
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.107
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.716
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.392
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.899
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.482
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.321
IRL,Ireland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.495
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,7.996
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.876
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.804
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.502
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.478
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.517
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.74
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.715
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.536
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.565
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.541
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.855
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.511
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,7.823
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.111
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.057
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.649
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.059
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.707
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.294
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.324
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,10.567
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.584
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.539
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.234
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.155
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.993
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.277
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.053
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.081
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.097
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.277
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.758
HUN,Hungary,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.121
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.099
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.021
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.14
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.491
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.02
NLD,Netherlands,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.108
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,6.596
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.283
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,6.157
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.525
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.89
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.092
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.332
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.496
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.46
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.394
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.683
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.142
