code,country,frequency_of_observation,measure,unit_of_measure,financing_scheme,financing_scheme_rev,health_function,mode_of_provision,provider,health_care_provider,year,health_expenditure_as_percent_gdp
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.539
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.095
BGR,Bulgaria,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.103
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,4.666
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,4.43
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,5.179
PER,Peru,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,5.16
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.71
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.675
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.596
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.479
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.902
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.412
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.839
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.971
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.787
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.218
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.238
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.146
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,4.894
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,4.888
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,4.6
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,4.285
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,4.117
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,4.325
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,4.371
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,4.444
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,4.653
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,5.021
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.494
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,4.36
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,4.121
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,4.18
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,4.91
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.014
TUR,Türkiye,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,5.062
MLT,Malta,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.551
MLT,Malta,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.731
MLT,Malta,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.966
MLT,Malta,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.148
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.169
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.091
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.904
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.591
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.104
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.237
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.328
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,10.292
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.31
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.506
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.388
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.674
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.511
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.325
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.152
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.098
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.098
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.007
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.703
DNK,Denmark,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.448
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.429
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.325
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.035
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,11.059
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.248
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,11.061
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.769
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,10.285
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.44
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.545
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.408
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.704
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.339
GBR,United Kingdom,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.078
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.943
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.934
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.066
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.011
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.857
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.625
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.059
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,7.938
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,7.628
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,9.645
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,9.586
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,9.223
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,9.142
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,9.161
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.343
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.084
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.284
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.288
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.043
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.127
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.171
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,7.251
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.093
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.378
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,9.781
FIN,Finland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,9.805
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,5.848
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.507
MEX,Mexico,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.54
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,5.585
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.512
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.704
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.832
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.637
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.189
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,5.965
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.202
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.133
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,5.652
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,6.164
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,6.341
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.701
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,6.524
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,7.393
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,7.335
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,7.595
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.495
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.594
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.534
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.553
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.249
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.33
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.986
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,7.613
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,7.46
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,7.339
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,6.351
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.177
CZE,Czechia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,5.863
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,6.013
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,6.2
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,5.511
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,5.844
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.815
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,7.366
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,6.294
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,5.764
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,5.648
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.53
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.464
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,6.984
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,6.186
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,6.144
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,6.638
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,6.49
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,6.193
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,6.126
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,6.276
LTU,Lithuania,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,6.488
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,10.361
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,10.2
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.164
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,10.76
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,9.134
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,9.128
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,9.222
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,10.861
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,7.999
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,10.793
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,10.797
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.185
SVN,Slovenia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,7.94
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,10.503
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,10.801
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.328
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.318
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.15
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.319
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.593
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.557
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.947
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.899
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,9.729
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,8.156
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.131
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.29
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,8.227
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,8.231
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,8.255
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,8.362
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.775
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.344
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.354
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,8.64
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,8.438
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,8.324
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,9.329
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,9.404
ISL,Iceland,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.753
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.064
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,7.632
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,7.387
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.448
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,6.734
HRV,Croatia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,6.643
BEL,Belgium,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,10.575
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,15.207
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,14.918
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,14.709
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,14.579
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,14.506
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,13.995
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,13.168
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,16.401
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,16.141
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,15.951
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,16.12
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,10.7
CAN,Canada,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,9.588
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,16.201
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,16.553
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,12.49
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,16.693
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,16.516
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,16.638
USA,United States,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,14.551
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2005,8.035
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2004,8.125
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2019,9.614
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2018,9.465
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,8.335
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,8.396
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,7.977
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,7.736
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,7.788
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,7.945
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2009,8.395
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2008,8.011
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2007,8.202
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2006,8.25
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2017,9.471
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2016,9.169
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2015,8.909
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,8.189
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,8.697
BRA,Brazil,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,8.55
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2003,5.479
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2002,5.763
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2001,5.77
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2000,5.433
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2014,5.463
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2013,5.409
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2012,5.41
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2011,5.724
LVA,Latvia,Annual,Expenditure,Percentage of GDP,Total,_Z,Total,Total,_T,Total,2010,6.097
