Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275708001767.843,268514916972.549
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982,6203940036.91982,5692858099.00217,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326389.8704,16874405460.1955
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3974443355019.6,3889177589254.9
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783319817.3705,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019242.72882,6281917649.94033,6964179187.85579,6716904516.97953,6853467832.49407,6785137215.55736,7638045226.04416,8376613880.84932,8778473643.31852,8794202394.29076,8595955600.36601,10324668271.1032,11857030367.2441,13442861496.4128
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,391345597.467891,412610871.491565,466773711.234075,553614800.137137,582169841.275298,639776040.624112,634781901.283407,753162998.060137,952667543.964674,890167833.365875,940112538.964179,1157074319.11175,1049412177.07573,1109682824.13676,1135250721.02484,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1486476582.06759
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,6813566098.8675,6331970324.31022,6205847213.6351,5071947798.27263,6087360684.2969,7030149730.33692,7638739122.67242,9228637767.69009,10432962634.8748,11597002834.7786,11859312725.1448,13008746038.8867,13708925477.1304,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952
GDP (current US$),NY.GDP.MKTP.CD,India,IND,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,1198895139005.92,1341888016994.9,1675615519484.96,1823051829895.13,1827637590410.95,1856721507621.46,2039126479155.27,2103588360044.39,2294796885663.67,2651474262755.59,2702929641648.14,2835606256558.84
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.357,432216737774.861,510228634990.598,539580085616.492,755094157621.936,892969104563.171,917869913332.649,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,109591707801.431,126878750295.583,128626917504.398,153544751396.211,190043433963.866,226452138295.726,266298911663.707,349881601462.439,412336172443.795,416397025729.898,486807616876.696,626133112195.926,644035512181.483,492775566425.881,460382791480.428,408212917874.964,457954614593.746,486630147094.486,329691934142.938,283649531542.741
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36633669269.3981,50065104667.8159,65147051918.0219,88837057319.5179,131614434153.505,111657580326.315,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239170638711.314,225118718207.156,238112475390.796,259681883575.706,292364226871.756,298559265006.398,337241811320.896,386693357874.056,398933010007.356
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032411026.94919,3422733202.4501,4466350655.89909,5928791505.35144,5486921247.07323,5920369789.50182,6565667052.79737,6690228371.66909,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217679.9219,14188936918.0036,14077096676.6213,14808985132.7722,15730792876.2656,15830766531.1474
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44502816901.4085
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,74790109.3848832,65168750.8598655,74977058.6499892,95984600.9569924,104430807.970865,113786233.087662,112201076.377306,138066995.126653,146790160.52972,140384919.85191,165113529.310862,195984787.454498,207081997.22303,201768028.55259,200114840.67884,191572320.429122,206658568.822507,223029864.54193,233859230.192198,216891541.021351
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,576179387819.613,547656279894.587,627246933729.618,702714855193.904,793175561887.027,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1143672241149.72,1253289537500.81,1278046536287.01,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,5181776768.71247,5015894692.97027,5343950556.07185,6341613609.97976,6163484244.63408,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322,7899737577.47286
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416245238.478,154039231299.128,174047695598.686,174168116687.215,162650450784.686,114585555830.916,109406674087.947,120687539675.517,138202535962.401,138696321087.864
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1731198022.46763,1768619058.34647,1758176653.07746,2023324407.28414,2366398119.86321,2735558734.7379,3455030060.9785,4223152739.04052,5446433157.40114,5836137329.63305,7131771014.70456,8750104617.17303,10192846339.4029,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31386896487.0407,27263090547.0617,28083597512.4841,30483806017.8318,34429023435.0211,34225547537.0745
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.8391,22022709851.4096,24827355014.9254,29118916105.4726,35399582928.6899,38443907042.1227,39927125961.5257,44016799515.7546,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,887291687.920796,825706961.238689,775777238.55814,1157825434.78971,1511236655.52047,1682343527.49221,1800092563.75462,1682131784.51365,1766902709.19935,1740894964.80511,2234754241.91918,2579409619.96722,2477702216.26888,2367112931.642,2441063054.05792,2359686724.53829,2114426453.70697,2306741674.055,2556247291.99785,2390702295.82777
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,38270954138.1128,34112093927.254,20481889763.7795,26265625000,33122307692.3077,47334691241.4924,60094231606.642,68032978390.6007,86710767415.1371,60808562033.4191,75380825062.4216,48169263294.1007,92540938129.1315,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,72081962263.1794
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,2483889858.32312,2491800558.77674,2688618747.38148,3070803051.42164,3454373797.74442,3659319116.88057,4000102086.14635,4601429897.21468,5081479840.08716,4504375348.07038,5082337238.44718,5739706004.89616,5456102482.28614,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41435533340.3883,43047309305.7363,47758736931.7801,53751411409.4447,54808531641.4117
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611,69890505323.5842
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,6774193548.3871,6860272608.45211,7371692774.43404,8246479565.94248,10643253553.184,12160056122.3757,14874098691.9082,18439981612.4086,21027018332.6663,21587786905.8499,28241798491.593,36845888757.1886,43189721376.9846,51536595089.2793,54902831793.5018,45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,4629247203.84524,5438332601.90798,5351701663.40807,6372498889.66585,5064732626.29389,5859269752.61332,6395712490.94304,8524620889.57747,10725137723.6549,9616879409.43789,9982711338.07029,11551819617.874,11578975061.9479,12423555455.3853,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,2537307580.32808,2498008664.6691,5087328437.8737,4669789300.35662,5058726350.48896,5320409651.47544,5818279739.14354,6451210219.11683,7743617352.21427,9009887946.82039,10128323010.6049,11648142958.3651,8773203178.16512,8031571927.62055,8801326169.14547,9219474379.31534,7909868618.46366,8943543677.18899,9880675785.93057,11077305329.6417
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534405818.501,162692258307.056,193549569477.733,230811614370.384,202257453036.641,255017638455.59,297951668674.835,314443047642.111,323276235524.415,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,624337145.284622,870031676.798793,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774350240.04918,2886163997.20531,3295009237.50107,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2961484953.86444,3468337942.32063,3908121307.01957,4714071979.68835,5454249125.72966,6247515888.14533,6905934217.90901,8156468826.12645,9838403100.50554,10231962390.2119,10689168016.2613,12995112690.2596,12442035339.1049,13242690786.0938,14364937124.0727,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055,17280250810.0321
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,4069515556.78692,4088368961.75836,4470446352.32569,5448415539.81248,6098092511.83004,6416184235.8384,6778324087.13818,7925371458.80527,9090406749.5267,8696366868.92276,9035824366.00804,9638728635.0143,9461776291.79913,10551030596.7558,11625848974.8051,11091483659.6156,11668015565.8082,13484541925.7714,15404393365.2073,16004563885.7539
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,114838470.458984,122406127.929688,131959976.196289,131128479.003906,132791854.858398,137815414.428711,142922515.869141,150104705.810547,146208160.400391,150886459.350586,160629516.601563,172044509.887695,180302078.24707,185817016.601563,185446395.874023,183222930.908203,200900711.05957,212935714.72168,219430038.452148,231996704.101563
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,5206437193.80413,4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071096.85652,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,4726108622.47661,4675755867.17657,4906494249.38255,5894873919.74797,6667418752.07307,6576108447.47531,7028810680.89077,8150150209.22501,9990356673.73497,9128843109.15588,10003670690.3497,11518413429.9684,11668696396.7887,12292974141.4044,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,742061329643.37,796064590656.176,810666116505.478,765549967703.273,819459227375.022,917571853529.104,1020265057882.01,1102355554971.95,1161553459715.1,943437415024.633,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1305211135822.61
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000,394000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,6054824248.24221,5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7069353073.08882,6261649890.82388,6465645584.94877,6431271365.08338,7182444409.54069,7383944044.17
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,5623216608.04288,4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142983843.4912,4544428421.49513,4087526241.81268,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,43017455401.8445,43831480207.6444,47077192187.6418,58029363354.2757,66114145451.0067,68852658068.6673,75883823300.8545,86947913286.728,101822906949.063,101154952240.881,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458
